stock,cumulative_return,annualized_return,max_drawdown,sharpe,num_days
9863.HK,13.132175679276415,3.213883155452705,-0.25065660410084767,2.5255255955464526,464
STLA,3.5010618971829564,1.2028776022462218,-0.1826882081456569,2.7257507248803674,480
601127.SS,1.9217600074949126,0.7901653858616218,-0.37559576602989386,1.4204580352618568,464
GM,0.9591827544328762,0.4234405985893399,-0.1632013433281031,1.4195188746414051,480
